Index,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntRegularProds,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpOverall,Complain,Age,Customer_Days,marital_status,education
1524,25315,1,0,46,1,9,8,11,3,10,22,32,3,3,0,3,8,0,0,0,0,0,0,0,43,2393,Together,2n Cycle
1525,43638,0,1,37,63,10,83,7,19,163,19,182,2,4,1,4,7,0,0,0,0,0,0,0,51,2851,Widow,Graduation
1526,42710,1,0,38,252,3,42,4,3,202,102,304,2,4,5,3,6,0,0,0,0,0,0,0,36,2737,Single,PHD
1527,84169,0,0,9,1478,19,403,0,19,1919,0,1919,1,7,6,6,3,0,0,0,1,1,2,0,38,2485,Married,PHD
1528,54058,0,1,56,198,18,252,32,108,554,54,608,2,4,6,8,3,0,0,0,0,0,0,0,44,2549,Together,Graduation
1529,24683,1,0,98,8,4,10,6,7,29,6,35,2,2,0,4,5,0,0,0,0,0,0,0,30,2272,Married,2n Cycle
1530,85620,0,0,68,416,46,925,60,107,1508,46,1554,1,3,6,4,1,0,0,0,0,0,0,0,56,2332,Widow,Graduation
1531,47850,1,0,72,42,7,43,20,12,114,10,124,1,3,0,4,6,0,0,0,0,0,0,0,40,2367,Married,Graduation
1532,19514,1,1,47,14,3,21,2,1,13,28,41,4,3,1,2,8,0,0,1,0,0,1,0,52,2313,Married,Graduation
1533,27159,1,1,33,17,0,3,0,0,19,1,20,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,Married,Master
1534,39548,1,1,87,15,4,10,3,4,18,18,36,2,1,1,3,3,0,0,0,0,0,0,0,57,2249,Single,2n Cycle
1535,21474,1,0,0,6,16,24,11,0,23,34,57,2,3,1,2,7,0,0,1,0,0,1,0,31,2241,Single,Graduation
1536,60504,0,1,73,458,0,24,6,4,458,34,492,2,6,2,8,6,0,0,0,0,0,0,0,49,2301,Single,PHD
1537,22419,0,0,74,30,3,47,19,21,78,42,120,1,3,2,2,8,0,0,0,0,0,0,0,57,2596,Married,Graduation
1538,81698,0,0,4,179,28,520,111,123,914,47,961,1,3,8,13,1,0,0,0,0,0,0,0,71,2394,Married,Master
1539,43462,1,1,50,90,17,97,15,6,210,15,225,6,4,1,5,8,0,0,0,0,0,0,0,68,2814,Together,Graduation
1540,54880,1,0,57,308,85,137,102,45,559,118,677,2,6,2,11,5,0,0,0,0,0,0,0,42,2644,Single,PHD
1541,79908,0,0,30,557,129,761,29,185,1550,111,1661,1,5,6,7,2,0,0,0,0,1,1,0,38,2609,Married,Graduation
1542,15315,0,0,27,7,4,13,15,8,30,17,47,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,Married,2n Cycle
1543,87771,0,1,61,1492,38,287,50,57,1891,33,1924,1,5,10,4,6,1,1,0,1,1,4,0,61,2562,Together,Graduation
1544,33039,1,0,4,30,8,12,8,8,54,12,66,1,2,0,4,5,0,0,0,0,0,0,0,42,2452,Married,Graduation
1545,81741,0,0,75,249,153,940,58,134,1496,38,1534,0,6,6,7,2,0,0,0,0,0,0,0,40,2537,Single,Graduation
1546,71499,0,1,12,465,25,132,136,0,721,37,758,2,8,3,13,4,0,0,0,0,0,0,0,49,2528,Together,Master
1547,62466,0,1,13,129,129,259,168,121,723,83,806,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,Married,2n Cycle
1548,48799,0,1,9,174,18,81,28,6,283,24,307,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,Divorced,PHD
1549,52157,0,1,48,189,2,29,3,2,185,40,225,2,3,2,5,4,0,0,0,0,0,0,0,70,2181,Together,PHD
1550,66565,0,1,80,747,10,161,65,40,981,42,1023,4,4,2,9,8,0,0,0,0,0,0,0,58,2730,Single,Graduation
1551,29298,1,1,60,6,0,2,2,0,9,1,10,1,1,0,2,5,0,0,0,0,0,0,0,69,2454,Together,Master
1552,47691,0,1,43,14,0,3,0,0,13,4,17,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,Single,Graduation
1553,38200,1,1,19,12,0,4,0,0,15,1,16,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,Together,Graduation
1554,44989,0,1,26,98,0,106,49,10,157,106,263,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,Married,Graduation
1555,38443,1,1,58,32,0,5,0,0,36,1,37,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,Married,PHD
1556,38593,1,0,42,51,12,49,17,24,129,24,153,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,Single,2n Cycle
1557,64413,0,1,27,200,5,44,0,10,239,20,259,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,Together,PHD
1558,36959,1,0,56,25,6,25,6,0,62,0,62,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,Married,Master
1559,61996,0,1,27,1050,12,144,0,0,1182,24,1206,3,6,4,8,5,1,1,0,1,0,3,0,43,2673,Married,PHD
1560,51287,1,1,10,117,0,22,13,0,122,30,152,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,Married,Graduation
1561,13260,1,1,48,9,4,17,10,2,35,7,42,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,Married,Graduation
1562,47472,1,1,39,56,0,11,0,0,59,8,67,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,Together,PHD
1563,54603,1,1,85,145,13,46,17,2,219,4,223,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,Together,Master
1564,45207,1,1,64,203,0,10,0,0,211,2,213,5,3,1,6,6,0,0,0,1,0,1,0,46,2755,Married,PHD
1565,40689,0,1,69,270,3,27,39,6,246,99,345,7,7,1,5,8,0,0,0,0,0,0,0,69,2627,Together,Graduation
1566,47821,1,1,54,9,0,16,6,6,27,10,37,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,Together,2n Cycle
1567,27450,0,0,57,37,12,23,8,11,39,52,91,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,Married,Master
1568,39453,1,0,64,46,0,7,0,0,51,2,53,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,Together,Graduation
1569,26850,1,1,10,31,1,13,7,2,45,9,54,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,Together,2n Cycle
1570,79800,0,0,65,1060,21,530,32,0,1419,224,1643,1,5,11,5,3,1,0,1,0,1,3,0,65,2803,Widow,Graduation
1571,61794,0,1,74,264,47,188,54,47,589,11,600,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,Married,Master
1572,53863,0,1,4,399,4,30,6,4,413,30,443,3,7,1,7,7,0,0,0,1,0,1,0,65,2202,Together,Graduation
1573,24221,0,0,94,8,9,9,2,5,11,22,33,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,Together,Graduation
1574,39684,1,0,41,19,0,35,6,4,47,17,64,2,2,1,2,7,0,0,0,0,0,0,1,36,2784,Single,PHD
1575,92163,0,0,25,817,183,797,106,163,2046,20,2066,0,5,11,5,2,1,0,0,0,1,2,0,45,2723,Married,Master
1576,69882,0,0,94,292,127,635,132,127,1148,165,1313,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,Single,Master
1577,33178,1,0,9,12,6,2,11,2,17,16,33,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,Together,Graduation
1578,59973,0,0,47,130,30,168,20,34,382,0,382,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,Married,PHD
1579,17459,1,0,12,6,4,16,3,10,9,30,39,3,3,1,2,7,0,0,0,0,0,0,0,45,2442,Together,Master
1580,23910,1,0,80,16,12,18,7,1,41,13,54,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,Divorced,Graduation
1581,42169,1,1,20,19,0,9,0,0,26,2,28,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,Married,Master
1582,26224,1,0,39,4,7,15,13,9,33,15,48,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,Married,2n Cycle
1583,31089,1,0,57,31,3,31,2,8,71,4,75,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,Together,Graduation
1584,30081,0,1,27,36,0,2,0,0,34,4,38,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,Single,Graduation
1585,62807,0,1,83,526,28,135,10,21,621,99,720,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,Together,Graduation
1586,72906,0,0,79,400,32,519,71,75,1043,54,1097,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,Single,Graduation
1587,61467,0,2,69,410,16,114,0,5,496,49,545,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,Married,PHD
1588,49618,1,1,77,80,3,26,4,2,101,14,115,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,Together,Master
1589,21888,1,0,15,88,10,46,2,3,85,64,149,4,5,1,2,10,0,0,0,0,0,0,0,34,2706,Single,Master
1590,42429,0,1,99,55,0,6,2,0,59,4,63,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,Widow,Graduation
1591,26150,2,1,61,5,1,13,3,5,26,1,27,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,Divorced,Graduation
1592,30801,0,1,23,8,4,5,15,2,23,11,34,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,Married,Basic
1593,81168,0,0,84,410,0,592,147,22,1149,22,1171,1,6,4,7,3,1,0,0,0,0,1,0,55,2212,Married,Graduation
1594,26877,0,0,74,101,13,76,20,18,188,40,228,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,Single,Master
1595,45006,0,0,90,162,25,53,16,0,246,10,256,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,Widow,Master
1596,18978,1,0,41,2,8,1,4,7,7,15,22,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,Married,Basic
1597,22574,2,1,28,25,0,8,2,0,33,2,35,2,2,0,3,7,0,0,0,0,0,0,0,53,2403,Married,Graduation
1598,48240,0,0,73,389,91,248,64,49,800,41,841,3,6,3,13,5,0,0,0,0,0,0,0,51,2756,Single,PHD
1599,45837,1,1,88,215,13,87,17,17,325,24,349,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,Married,Graduation
1600,35791,2,1,94,27,0,5,0,0,29,3,32,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,Single,Master
1601,54162,1,1,31,5,6,10,6,5,22,10,32,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,Widow,Graduation
1602,30522,0,1,6,179,8,83,19,11,274,26,300,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,Married,Master
1603,54456,0,1,23,352,0,27,10,0,374,15,389,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,Married,PHD
1604,31632,0,0,92,17,8,12,11,15,31,32,63,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,Single,Graduation
1605,72298,0,0,52,625,35,169,58,17,869,35,904,1,4,3,6,1,0,0,0,1,1,2,0,71,2270,Widow,Graduation
1606,36975,1,0,50,10,6,11,0,4,29,2,31,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,Single,2n Cycle
1607,72635,0,0,54,390,22,323,104,35,767,107,874,1,6,8,6,3,1,0,0,0,0,1,0,65,2550,Married,2n Cycle
1608,13624,1,0,93,10,2,15,2,1,24,6,30,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,Married,Graduation
1609,84196,0,1,56,215,63,507,231,31,857,190,1047,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,Single,Graduation
1610,70971,0,1,28,1001,17,572,93,125,1791,17,1808,7,11,11,5,7,0,0,0,0,0,0,0,60,2805,Together,Graduation
1611,34487,1,1,94,19,18,33,24,1,87,8,95,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,Divorced,PHD
1612,28769,1,0,76,41,5,129,10,3,185,3,188,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,Single,Graduation
1613,69084,1,0,43,1181,107,199,39,30,1526,30,1556,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,Married,PHD
1614,65488,0,0,46,603,45,207,36,18,855,54,909,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,Together,PHD
1615,62466,0,1,13,129,129,259,168,121,723,83,806,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,Married,2n Cycle
1616,32218,0,0,27,10,24,15,13,1,33,30,63,1,2,1,3,7,0,0,1,0,0,1,0,60,2293,Single,2n Cycle
1617,83917,0,0,12,514,22,732,42,198,1429,79,1508,1,6,7,7,3,0,0,0,0,0,0,0,47,2596,Single,Graduation
1618,46102,2,1,3,14,0,1,0,0,14,1,15,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,Divorced,Graduation
1619,84574,0,0,72,387,20,713,38,54,1049,163,1212,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,Single,Graduation
1620,56181,0,1,6,121,103,69,8,44,297,48,345,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,Married,Graduation
1621,63120,0,1,53,965,69,279,54,41,1339,69,1408,5,8,4,9,7,0,0,0,0,0,0,0,70,2798,Divorced,Master
1622,73691,0,1,58,707,21,250,85,43,1033,73,1106,2,6,2,8,2,0,0,1,0,0,1,0,49,2394,Married,Graduation
1623,63381,0,1,78,571,50,142,33,50,687,159,846,4,4,5,13,2,0,0,0,0,0,0,0,60,2791,Together,Graduation
1624,76140,0,0,57,586,66,653,17,0,1296,26,1322,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,Together,PHD
1625,62859,0,1,37,1063,89,102,16,12,1257,25,1282,4,9,4,6,6,0,0,0,0,0,0,0,61,2705,Divorced,PHD
1626,45906,0,1,20,305,3,27,4,3,198,144,342,2,5,4,4,5,0,0,1,0,0,1,0,56,2577,Single,Graduation
1627,77632,0,0,73,1200,105,758,0,42,1958,147,2105,1,4,2,6,2,0,0,0,1,1,2,0,73,2635,Together,Master
1628,46463,1,1,56,163,2,40,8,11,213,11,224,7,3,1,6,6,0,0,0,0,0,0,0,49,2474,Married,PHD
1629,105471,0,0,36,1009,181,104,202,21,1310,207,1517,0,9,8,13,3,1,0,0,0,1,2,0,50,2683,Together,Graduation
1630,55282,1,0,9,125,6,73,8,4,197,19,216,1,3,1,6,4,0,0,0,0,0,0,0,50,2357,Divorced,Master
1631,78710,0,1,42,721,0,152,119,50,992,50,1042,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,Married,Master
1632,66886,0,1,28,315,4,62,41,31,307,146,453,2,7,1,7,5,0,0,0,0,0,0,0,62,2445,Together,Graduation
1633,98777,0,0,23,1000,19,711,125,115,1932,38,1970,0,4,6,9,1,0,0,0,1,0,1,0,60,2291,Single,Master
1634,29103,1,0,38,16,0,17,6,3,36,6,42,2,1,0,3,9,0,0,0,0,0,0,0,35,2830,Together,Graduation
1635,67445,0,1,63,757,80,217,29,80,1152,11,1163,5,9,6,12,6,0,0,0,0,0,0,0,46,2845,Married,Graduation
1636,50616,0,1,71,30,2,25,0,1,49,9,58,1,1,1,4,2,0,0,0,0,0,0,0,70,2236,Together,PHD
1637,49431,0,1,9,219,3,100,26,0,331,17,348,2,7,1,5,8,0,0,0,0,0,0,0,65,2854,Divorced,Graduation
1638,61278,0,1,87,111,3,28,2,6,135,15,150,2,3,1,4,6,0,0,0,0,0,0,0,67,2335,Together,Graduation
1639,26490,0,0,92,45,47,52,21,20,160,25,185,2,3,1,5,6,0,0,0,0,0,0,0,62,2804,Together,2n Cycle
1640,73059,0,1,36,410,112,420,0,82,953,71,1024,1,9,3,13,4,0,0,0,0,0,0,0,73,2461,Together,PHD
1641,46734,1,2,86,100,1,39,6,1,71,76,147,4,3,2,3,6,0,0,1,0,0,1,0,54,2410,Single,PHD
1642,56253,0,1,83,509,0,65,7,11,587,5,592,4,7,2,9,6,0,0,0,0,0,0,0,57,2728,Together,Graduation
1643,19986,1,0,74,3,6,5,0,2,10,6,16,1,0,0,3,7,0,0,0,0,0,0,0,35,2386,Married,Graduation
1644,58330,0,1,87,445,53,213,104,98,762,151,913,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,Widow,Graduation
1645,25965,0,0,29,2,2,11,41,7,52,11,63,1,2,0,3,8,0,0,0,0,0,0,0,40,2819,Married,Basic
1646,14661,0,0,88,4,1,11,6,2,22,2,24,1,1,0,3,6,0,0,0,0,0,0,0,64,2703,Together,Master
1647,18690,0,0,77,6,1,7,23,4,22,19,41,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,Married,Graduation
1648,45068,0,1,25,14,0,3,0,0,14,3,17,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,Together,PHD
1649,21063,1,0,34,1,10,11,19,3,29,15,44,2,2,0,3,6,0,0,0,0,0,0,0,33,2436,Single,Basic
1650,29187,1,0,43,26,0,6,0,0,30,2,32,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,Married,PHD
1651,54690,1,1,76,111,16,37,7,9,162,18,180,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,Married,2n Cycle
1652,59304,0,1,81,418,61,428,80,51,1028,10,1038,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,Married,PHD
1653,59247,0,2,87,327,9,122,19,14,408,83,491,5,5,2,9,6,0,0,0,0,0,0,0,58,2392,Single,Master
1654,66731,0,1,33,371,159,194,58,106,747,141,888,4,4,3,6,3,0,0,0,0,0,0,0,50,2814,Widow,Graduation
1655,77353,0,1,38,275,59,107,69,101,552,59,611,2,6,4,8,4,0,0,0,0,0,0,0,40,2354,Married,Graduation
1656,52614,0,1,63,789,0,142,12,9,914,38,952,2,2,4,8,8,0,0,0,0,0,0,0,45,2734,Single,PHD
1657,26751,2,0,26,1,1,5,0,3,9,1,10,1,1,0,2,8,0,0,0,0,0,0,0,46,2197,Married,Graduation
1658,81300,0,1,17,1004,12,145,32,12,1169,36,1205,3,10,3,5,5,1,0,0,0,0,1,0,57,2766,Married,PHD
1659,70337,0,0,75,187,81,149,25,43,394,91,485,1,2,2,12,1,0,0,0,0,0,0,0,41,2337,Single,Graduation
1660,36145,1,0,13,56,4,76,17,1,136,18,154,4,4,1,3,9,0,0,1,0,0,1,0,35,2537,Married,2n Cycle
1661,65295,0,0,19,365,32,117,34,110,652,6,658,1,3,3,13,2,0,0,0,0,0,0,0,40,2347,Single,PHD
1662,68118,0,1,51,595,23,123,10,23,620,154,774,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,Divorced,Graduation
1663,68743,0,0,81,1132,134,384,175,134,1844,115,1959,1,11,5,13,7,0,0,0,0,0,0,0,53,2827,Divorced,Graduation
1664,41039,0,0,32,34,11,137,179,61,377,45,422,1,8,1,5,8,0,0,0,0,0,0,0,38,2498,Together,2n Cycle
1665,38946,0,1,84,116,6,82,6,6,175,41,216,2,3,1,6,5,0,0,0,0,0,0,0,65,2407,Together,Graduation
1666,65777,0,0,87,565,32,435,28,32,1038,54,1092,1,2,8,6,1,0,0,0,0,0,0,0,53,2351,Together,Graduation
1667,66476,0,1,99,372,18,126,47,48,533,78,611,2,5,2,11,4,0,0,0,0,0,0,0,44,2638,Divorced,PHD
1668,86857,0,0,96,899,102,838,133,102,2034,40,2074,1,5,6,10,2,0,0,0,0,0,0,0,48,2814,Single,PHD
1669,77845,0,0,40,760,40,480,0,40,1294,26,1320,1,3,5,12,1,1,0,0,0,1,2,0,31,2203,Together,PHD
1670,69476,0,0,3,260,86,559,63,9,910,67,977,1,4,6,4,2,0,0,0,0,0,0,0,51,2431,Together,PHD
1671,50611,0,1,98,459,0,24,6,0,485,4,489,6,4,5,7,6,0,0,0,1,0,1,0,60,2792,Divorced,PHD
1672,61209,0,0,73,466,0,224,119,49,759,99,858,1,5,3,4,2,0,0,0,0,0,0,0,50,2467,Single,Graduation
1673,42315,0,1,90,67,15,80,17,11,110,80,190,3,1,4,4,3,0,0,0,0,0,0,0,62,2511,Together,Master
1674,13084,0,0,29,2,0,7,3,7,9,10,19,1,1,0,3,6,0,0,0,0,0,0,0,68,2398,Together,Basic
1675,47570,1,1,3,67,1,20,0,2,59,31,90,3,2,2,2,7,0,0,0,0,0,0,0,71,2555,Widow,Master
1676,61923,0,2,94,92,4,18,3,3,114,6,120,1,2,1,4,3,0,0,0,0,0,0,0,59,2497,Married,Master
1677,34824,0,0,65,4,2,11,2,0,15,4,19,1,1,0,2,6,0,0,0,0,0,0,0,25,2254,Single,Graduation
1678,26518,1,1,33,20,1,28,3,3,53,2,55,3,2,0,3,8,0,0,0,0,0,0,0,71,2606,Single,PHD
1679,45938,0,0,46,273,11,178,62,83,578,29,607,2,8,4,6,6,0,0,0,0,0,0,0,59,2397,Single,Graduation
1680,78468,0,0,29,434,22,388,104,22,936,34,970,1,10,7,10,4,1,0,0,0,0,1,0,60,2240,Together,Graduation
1681,78901,0,1,99,321,11,309,33,26,666,34,700,3,9,3,5,4,0,0,0,0,0,0,0,47,2444,Divorced,Graduation
1682,71427,2,0,26,212,123,177,15,64,568,23,591,2,8,2,8,4,0,0,0,0,0,0,0,42,2268,Married,Graduation
1683,71022,0,1,30,909,12,278,0,12,969,242,1211,3,5,2,11,8,0,0,1,0,0,1,0,42,2297,Divorced,Graduation
1684,90247,0,0,27,1184,32,352,21,16,1589,16,1605,1,3,4,7,1,1,0,0,1,1,3,0,32,2220,Single,Master
1685,41335,1,0,24,112,19,21,16,14,177,5,182,3,4,1,4,7,0,0,0,0,0,0,0,52,2344,Divorced,Master
1686,71952,1,0,93,656,80,455,52,107,1257,93,1350,2,8,4,8,4,0,0,1,0,1,2,0,34,2694,Married,Graduation
1687,35682,1,0,34,23,0,8,6,2,21,18,39,1,1,1,3,2,0,0,0,0,0,0,0,50,2161,Divorced,PHD
1688,43185,0,1,88,537,6,42,16,6,577,30,607,2,9,3,6,8,0,0,0,0,0,0,0,69,2604,Divorced,Graduation
1689,66375,0,1,96,712,0,45,0,0,566,191,757,3,2,4,5,7,0,0,1,0,0,1,0,72,2379,Together,PHD
1690,35178,1,0,10,23,1,13,2,2,23,18,41,1,1,1,2,7,0,0,1,0,0,1,0,49,2694,Married,Master
1691,25252,1,0,26,1,3,4,2,2,6,6,12,1,1,0,2,8,0,0,0,0,0,0,0,34,2511,Married,Graduation
1692,55250,0,1,49,664,58,83,32,0,771,66,837,4,7,5,10,5,0,0,0,0,0,0,0,55,2775,Single,Master
1693,33249,1,0,11,6,10,21,19,14,28,42,70,2,2,1,3,6,0,0,0,0,0,0,0,45,2653,Single,Graduation
1694,58398,0,0,44,299,5,201,21,21,498,49,547,3,5,4,8,4,0,0,0,0,0,0,0,67,2570,Together,Graduation
1695,50272,1,0,75,99,13,66,43,8,225,4,229,3,4,1,5,7,0,0,0,0,0,0,0,38,2485,Together,Graduation
1696,76618,0,0,64,749,40,294,121,160,1217,147,1364,1,3,2,5,1,0,0,0,0,0,0,0,45,2728,Married,PHD
1697,87305,0,0,19,345,25,501,63,138,992,80,1072,1,5,3,8,2,0,0,0,0,1,1,0,60,2803,Divorced,2n Cycle
1698,25851,1,0,45,9,4,18,7,5,38,5,43,2,2,0,3,7,0,0,0,0,0,0,0,42,2662,Together,Graduation
1699,58710,0,1,77,440,81,368,0,122,837,174,1011,6,11,5,9,6,0,0,0,0,0,0,0,50,2614,Divorced,Graduation
1700,45160,1,1,9,8,2,5,3,0,15,3,18,1,1,0,2,7,0,0,0,0,0,0,0,62,2251,Single,Graduation
1701,74806,0,1,1,670,9,249,0,28,947,9,956,2,5,4,5,4,0,0,0,0,0,0,0,55,2716,Married,Master
1702,59111,0,0,90,524,0,134,28,28,559,155,714,1,11,1,8,7,0,0,0,0,0,0,0,66,2582,Married,Graduation
1703,18988,1,0,43,6,0,6,2,1,14,1,15,2,1,0,3,7,0,0,0,0,0,0,0,36,2196,Married,PHD
1704,72190,0,0,79,597,166,597,172,166,1449,249,1698,1,5,6,4,3,0,0,0,0,0,0,0,55,2660,Married,Graduation
1705,7500,1,0,19,7,0,12,13,7,7,32,39,5,4,1,2,9,0,0,1,0,0,1,0,44,2856,Married,Graduation
1706,44794,0,1,99,54,0,7,0,0,57,4,61,1,2,0,3,6,0,0,0,0,0,0,0,54,2180,Married,Graduation
1707,80395,0,0,62,445,25,706,80,76,1284,48,1332,1,6,5,12,2,1,0,0,0,0,1,0,65,2377,Married,Graduation
1708,75012,0,0,41,294,142,218,164,58,725,151,876,1,3,8,11,1,0,0,0,0,0,0,0,44,2314,Divorced,Master
1709,56962,2,1,60,292,3,77,10,3,359,26,385,7,6,3,5,7,0,0,0,0,0,0,0,55,2420,Married,Master
1710,89891,0,0,17,412,22,132,59,28,470,183,653,1,11,6,8,4,0,0,0,0,1,1,0,29,2599,Together,Graduation
1711,35946,1,1,24,8,0,3,0,0,11,0,11,1,0,0,3,5,0,0,0,0,0,0,0,71,2434,Divorced,PHD
1712,53593,1,1,60,349,4,78,6,0,394,43,437,8,7,2,6,8,0,0,0,0,0,0,0,67,2850,Together,PHD
1713,66373,1,1,57,328,9,124,12,24,388,109,497,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,Married,Graduation
1714,45072,1,2,74,144,2,99,7,2,224,30,254,5,6,1,4,8,0,0,0,0,0,0,0,72,2415,Divorced,PHD
1715,89694,1,1,22,1126,28,211,37,28,1388,42,1430,3,4,3,4,5,1,0,0,1,1,3,0,47,2422,Divorced,Graduation
1716,72025,0,0,46,967,0,617,43,50,1677,0,1677,1,4,8,13,2,1,0,0,1,1,3,0,71,2220,Married,Graduation
1717,67432,0,1,69,432,79,341,177,136,995,170,1165,2,8,5,4,4,0,0,0,0,0,0,0,47,2616,Married,Graduation
1718,70545,0,1,29,138,39,63,55,18,292,21,313,1,4,1,7,2,0,0,0,0,0,0,0,68,2185,Together,Master
1719,17487,1,0,37,0,0,1,7,4,6,6,12,1,1,0,2,7,0,0,0,0,0,0,0,31,2627,Married,Basic
1720,62882,0,1,26,509,133,497,78,24,1144,97,1241,2,7,5,6,4,0,0,0,0,0,0,0,51,2848,Together,Graduation
1721,64108,0,1,8,948,10,86,13,21,1057,21,1078,4,6,9,11,5,0,0,0,0,0,0,0,67,2622,Single,PHD
1722,34941,1,1,26,39,2,25,4,3,49,24,73,2,3,0,3,8,0,0,0,0,0,0,0,64,2639,Together,Master
1723,48767,1,2,79,28,1,21,3,0,43,10,53,3,2,1,3,5,0,0,0,0,0,0,0,70,2338,Single,PHD
1724,38702,1,0,71,13,11,24,13,8,29,40,69,2,3,0,4,6,0,0,0,0,0,0,0,42,2491,Together,2n Cycle
1725,82224,0,0,83,307,26,360,138,31,822,40,862,1,6,9,5,3,1,0,0,0,0,1,0,56,2314,Married,Graduation
1726,83844,0,0,57,901,31,345,75,31,1192,191,1383,1,4,4,11,1,0,0,0,0,1,1,0,68,2572,Together,Graduation
1727,17003,1,0,37,2,5,12,4,8,24,7,31,3,2,0,4,5,0,0,0,0,0,0,0,45,2361,Married,2n Cycle
1728,71163,0,0,30,283,17,372,138,106,872,44,916,1,3,8,12,1,0,0,0,0,0,0,0,25,2271,Single,Graduation
1729,33697,1,0,34,4,3,7,0,3,6,11,17,1,1,0,2,7,0,0,1,0,0,1,0,50,2446,Single,Graduation
1730,63564,0,0,0,769,80,252,15,34,1085,65,1150,1,10,10,7,6,0,0,1,0,0,1,0,66,2310,Married,2n Cycle
1731,83443,0,0,89,518,42,742,55,56,1329,84,1413,1,6,10,5,2,0,0,0,0,0,0,0,48,2339,Together,PHD
1732,51518,0,1,92,350,8,66,17,4,441,4,445,2,3,2,10,3,0,0,0,0,0,0,0,62,2428,Together,PHD
1733,58330,0,1,87,445,53,213,104,98,762,151,913,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,Widow,Graduation
